message_id,match_id,champion_name,time,sent_to,message,association_to_offender,kills,deaths,assists,outcome,label,kda
276,5011.txt,Teemo,00:27:58,Team2,moi 0-5,enemy,0,6,2,Loss,0,0.33
277,5011.txt,Lux,00:28:03,Team2,what ??,enemy,3,7,0,Loss,0,0.43
278,5011.txt,Akali,00:28:05,Team2,ofensive language,enemy,4,9,2,Loss,0,0.67
279,5011.txt,Lux,00:28:15,Team2,mdrr,enemy,3,7,0,Loss,0,0.43
280,5011.txt,Lux,00:28:31,Team2,tu veut que je te parle mal ??,enemy,3,7,0,Loss,0,0.43
281,5011.txt,Riven,00:28:33,Team1,DINT FINISH,offender,13,1,5,Win,0,18.0
282,5011.txt,Gragas,00:28:40,All,gg,ally,8,4,6,Win,0,3.5
283,5011.txt,Lux,00:28:41,Team2,oui,enemy,3,7,0,Loss,0,0.43
284,5011.txt,Riven,00:28:51,Team1,nooo,offender,13,1,5,Win,0,18.0
285,5011.txt,Garen,00:29:01,Team1,ggg,ally,7,1,7,Win,0,14.0
286,5011.txt,Riven,00:29:03,Team1,garen --',offender,13,1,5,Win,0,18.0
287,5012.txt,Twisted Fate,00:00:23,Team1,wait lebonk is reconnecting,enemy,2,4,1,Loss,0,0.75
288,5012.txt,Lucian,00:00:27,Team1,k,enemy,1,7,6,Loss,0,1.0
289,5012.txt,LeBlanc,00:01:03,All,Goodmorning,enemy,5,6,2,Loss,0,1.17
290,5012.txt,Lee Sin,00:01:08,All,retard,ally,7,4,7,Win,1,3.5
291,5012.txt,Kayle,00:01:09,All,go home you are durnk,offender,5,2,8,Win,0,6.5
292,5012.txt,Lee Sin,00:01:11,All,:DDD,ally,7,4,7,Win,0,3.5
293,5012.txt,Kayle,00:01:12,All,drunk,offender,5,2,8,Win,0,6.5
294,5012.txt,Twisted Fate,00:01:28,All,this lol community,enemy,2,4,1,Loss,0,0.75
295,5012.txt,Twisted Fate,00:01:33,All,everytime so friendly and polite,enemy,2,4,1,Loss,0,0.75
296,5012.txt,Lucian,00:05:37,Team1,gj,enemy,1,7,6,Loss,0,1.0
297,5012.txt,Twisted Fate,00:05:42,Team1,ty u2,enemy,2,4,1,Loss,0,0.75
298,5012.txt,Twisted Fate,00:05:48,Team1,but play safely,enemy,2,4,1,Loss,0,0.75
299,5012.txt,Lee Sin,00:09:48,Team2,bait,ally,7,4,7,Win,0,3.5
300,5012.txt,LeBlanc,00:11:42,All,plz thx riot to freeze clients,enemy,5,6,2,Loss,0,1.17
301,5012.txt,Kayle,00:11:49,All,yes,offender,5,2,8,Win,0,6.5
302,5012.txt,Kayle,00:11:53,All,last game too . .,offender,5,2,8,Win,0,6.5
303,5012.txt,LeBlanc,00:13:53,All,laugh laugh,enemy,5,6,2,Loss,0,1.17
304,5012.txt,Lucian,00:14:01,Team1,fuck,enemy,1,7,6,Loss,1,1.0
305,5012.txt,Lee Sin,00:14:01,Team2,reprot yii,ally,7,4,7,Win,0,3.5
306,5012.txt,Lee Sin,00:14:03,Team2,x,ally,7,4,7,Win,0,3.5
307,5012.txt,Lee Sin,00:14:04,Team2,D,ally,7,4,7,Win,0,3.5
308,5012.txt,LeBlanc,00:14:07,All,3vs2 is the easiest way to laugh,enemy,5,6,2,Loss,0,1.17
309,5012.txt,Master Yi,00:14:07,Team2,:D,ally,5,2,0,Win,0,2.5
310,5012.txt,Master Yi,00:14:14,Team2,im help :D,ally,5,2,0,Win,0,2.5
311,5012.txt,Kayle,00:14:20,Team2,xD,offender,5,2,8,Win,0,6.5
312,5012.txt,Twisted Fate,00:14:31,All,report riot pls,enemy,2,4,1,Loss,0,0.75
313,5012.txt,Kayle,00:14:31,All,stop spam pls,offender,5,2,8,Win,0,6.5
314,5012.txt,Kayle,00:15:45,Team2,yi pls stop farming and start to gight ^^,offender,5,2,8,Win,0,6.5
315,5012.txt,Kayle,00:15:48,Team2,fight,offender,5,2,8,Win,0,6.5
316,5012.txt,Lee Sin,00:15:51,Team2,wtf,ally,7,4,7,Win,1,3.5
317,5012.txt,Kayle,00:15:51,Team2,gj,offender,5,2,8,Win,0,6.5
318,5012.txt,LeBlanc,00:15:56,All,noob kaylie atk lvl 7 tf U_U,enemy,5,6,2,Loss,1,1.17
319,5012.txt,Twisted Fate,00:16:08,All,leave me D:,enemy,2,4,1,Loss,0,0.75
320,5012.txt,Lee Sin,00:16:18,All,shut up noob,ally,7,4,7,Win,1,3.5
321,5012.txt,Lucian,00:16:21,Team1,they are going to wile,enemy,1,7,6,Loss,0,1.0
322,5012.txt,Kayle,00:16:38,All,reportet for spam /all     just muted,offender,5,2,8,Win,0,6.5
323,5012.txt,Twisted Fate,00:17:37,All,u should had got few spanks from ur parents i guess,enemy,2,4,1,Loss,0,0.75
324,5012.txt,Twisted Fate,00:17:47,All,i cant see a bit of politeness in anyone there,enemy,2,4,1,Loss,0,0.75
325,5012.txt,Master Yi,00:18:44,All,gg,ally,5,2,0,Win,0,2.5
326,5012.txt,Lee Sin,00:18:44,Team2,so bad xD,ally,7,4,7,Win,0,3.5
327,5012.txt,Kayle,00:18:46,All,gg,offender,5,2,8,Win,0,6.5
328,5013.txt,Leona,00:00:22,Team2,nice skin kog,enemy,1,3,12,Win,0,4.33
329,5013.txt,Kog'Maw,00:00:32,Team2,thx XD,enemy,10,6,11,Win,0,3.5
330,5013.txt,Kog'Maw,00:00:45,Team2,u2,enemy,10,6,11,Win,0,3.5
331,5013.txt,Veigar,00:00:49,Team2,well i think it's awful,enemy,13,10,7,Win,0,2.0
332,5013.txt,Caitlyn,00:00:52,Team1,o.o,ally,7,9,9,Loss,0,1.78
333,5013.txt,Kog'Maw,00:01:40,Team2,jax ?,enemy,10,6,11,Win,0,3.5
334,5013.txt,Jax,00:01:45,Team2,kog?,enemy,20,7,11,Win,0,4.43
335,5013.txt,Veigar,00:01:50,Team2,yi?,enemy,13,10,7,Win,0,2.0
336,5013.txt,Kog'Maw,00:01:50,Team2,why ?,enemy,10,6,11,Win,0,3.5
337,5013.txt,Master Yi,00:01:50,Team2,lol.?,enemy,6,6,5,Win,0,1.83
338,5013.txt,Jax,00:01:55,Team2,why what?,enemy,20,7,11,Win,0,4.43
339,5013.txt,Jax,00:02:02,Team2,cant i buy a potion?,enemy,20,7,11,Win,0,4.43
340,5013.txt,Rammus,00:02:06,Team1,ty,ally,3,10,15,Loss,0,1.8
341,5013.txt,Kog'Maw,00:02:11,Team2,sure,enemy,10,6,11,Win,0,3.5
342,5013.txt,Master Yi,00:02:13,Team2,thku,enemy,6,6,5,Win,0,1.83
343,5013.txt,Leona,00:02:47,All,nice butterfly no ?,enemy,1,3,12,Win,0,4.33
344,5013.txt,Leona,00:02:56,Team2,gg,enemy,1,3,12,Win,0,4.33
345,5013.txt,Jax,00:02:59,Team2,tyty,enemy,20,7,11,Win,0,4.43
346,5013.txt,Rammus,00:03:58,Team1,gj,ally,3,10,15,Loss,0,1.8
347,5013.txt,Master Yi,00:04:27,Team2,gj,enemy,6,6,5,Win,0,1.83
348,5013.txt,Kog'Maw,00:04:28,Team2,gj,enemy,10,6,11,Win,0,3.5
349,5013.txt,Nami,00:04:28,Team1,caitlen,offender,0,9,7,Loss,0,0.78
350,5013.txt,Caitlyn,00:04:33,Team1,?,ally,7,9,9,Loss,0,1.78
351,5013.txt,Nami,00:04:40,Team1,you could have killed him while they focues me,offender,0,9,7,Loss,0,0.78
352,5013.txt,Nami,00:04:47,Team1,he was already half health down,offender,0,9,7,Loss,0,0.78
353,5013.txt,Master Yi,00:05:02,Team2,rammus is my counter,enemy,6,6,5,Win,0,1.83
354,5013.txt,Master Yi,00:05:04,Team2,^^,enemy,6,6,5,Win,0,1.83
355,5013.txt,Master Yi,00:05:51,Team2,dat babysit,enemy,6,6,5,Win,0,1.83
356,5013.txt,Annie,00:06:00,Team1,gj,ally,14,12,7,Loss,0,1.75
357,5013.txt,Rammus,00:06:04,Team1,u2,ally,3,10,15,Loss,0,1.8
358,5013.txt,Kog'Maw,00:06:20,Team2,",oce",enemy,10,6,11,Win,0,3.5
359,5013.txt,Kog'Maw,00:06:22,Team2,nice,enemy,10,6,11,Win,0,3.5
360,5013.txt,Leona,00:06:27,Team2,xD dat feeding bot,enemy,1,3,12,Win,0,4.33
361,5013.txt,Nami,00:06:37,Team1,caitlen do you know how to use your traps?,offender,0,9,7,Loss,0,0.78
362,5013.txt,Nami,00:06:47,Team1,your w,offender,0,9,7,Loss,0,0.78
363,5013.txt,Nami,00:06:53,Team1,puts down a trap,offender,0,9,7,Loss,0,0.78
364,5013.txt,Rammus,00:06:54,Team1,gj,ally,3,10,15,Loss,0,1.8
365,5013.txt,Master Yi,00:07:23,Team2,veig blue?,enemy,6,6,5,Win,0,1.83
366,5013.txt,Rammus,00:07:41,Team1,sorry red buff,ally,3,10,15,Loss,0,1.8
367,5013.txt,Leona,00:07:42,Team2,"sry kog, don't have ult :(",enemy,1,3,12,Win,0,4.33
368,5013.txt,Master Yi,00:07:44,Team2,veigar,enemy,6,6,5,Win,0,1.83
369,5013.txt,Kog'Maw,00:07:48,Team2,np,enemy,10,6,11,Win,0,3.5
370,5013.txt,Kog'Maw,00:08:35,Team2,ss,enemy,10,6,11,Win,0,3.5
371,5013.txt,Master Yi,00:08:41,Team2,lol,enemy,6,6,5,Win,0,1.83
372,5013.txt,Rammus,00:09:10,Team1,annie why didnt you come,ally,3,10,15,Loss,0,1.8
373,5013.txt,Nami,00:09:13,Team1,dot get fucking drag at level 6,offender,0,9,7,Loss,1,0.78
374,5013.txt,Leona,00:09:30,Team2,annie come mid,enemy,1,3,12,Win,0,4.33
375,5013.txt,Leona,00:09:48,Team2,gg,enemy,1,3,12,Win,0,4.33
376,5013.txt,Leona,00:10:36,Team2,warded here,enemy,1,3,12,Win,0,4.33
377,5013.txt,Nami,00:11:04,Team1,gj,offender,0,9,7,Loss,0,0.78
378,5013.txt,Kog'Maw,00:11:10,Team2,oh come on,enemy,10,6,11,Win,0,3.5
379,5013.txt,Annie,00:12:32,Team1,xin watch top plz,ally,14,12,7,Loss,0,1.75
380,5013.txt,Xin Zhao,00:12:46,Team1,top lose。。。,ally,8,11,5,Loss,0,1.18
381,5013.txt,Master Yi,00:12:57,Team2,my bad,enemy,6,6,5,Win,0,1.83
382,5013.txt,Rammus,00:13:02,Team1,il come sit top,ally,3,10,15,Loss,0,1.8
383,5013.txt,Annie,00:13:20,Team1,huug turret,ally,14,12,7,Loss,0,1.75
384,5013.txt,Master Yi,00:13:40,Team2,gj jax,enemy,6,6,5,Win,0,1.83
385,5013.txt,Leona,00:13:44,All,nami so bad,enemy,1,3,12,Win,1,4.33
386,5013.txt,Kog'Maw,00:14:07,Team2,thx,enemy,10,6,11,Win,0,3.5
387,5013.txt,Leona,00:14:17,All,thx nami to use your pink xD,enemy,1,3,12,Win,0,4.33
388,5013.txt,Master Yi,00:14:28,Team2,jax come to me,enemy,6,6,5,Win,0,1.83
389,5013.txt,Xin Zhao,00:15:28,Team1,wait all,ally,8,11,5,Loss,0,1.18
390,5013.txt,Nami,00:15:44,Team1,xin man,offender,0,9,7,Loss,0,0.78
391,5013.txt,Veigar,00:15:50,Team2,i need blue,enemy,13,10,7,Win,0,2.0
392,5013.txt,Nami,00:15:50,Team1,wtf,offender,0,9,7,Loss,1,0.78
393,5013.txt,Rammus,00:16:01,Team1,xin why didnt you come,ally,3,10,15,Loss,0,1.8
394,5013.txt,Nami,00:16:02,Team1,you watched rammus for ages,offender,0,9,7,Loss,0,0.78
395,5013.txt,Master Yi,00:16:03,Team2,k,enemy,6,6,5,Win,0,1.83
396,5013.txt,Leona,00:16:21,Team2,bot lost,enemy,1,3,12,Win,0,4.33
397,5013.txt,Leona,00:16:23,Team2,^^,enemy,1,3,12,Win,0,4.33
398,5013.txt,Leona,00:16:30,Team2,"wtf, top laner is bot",enemy,1,3,12,Win,1,4.33
399,5013.txt,Leona,00:16:45,Team2,SS,enemy,1,3,12,Win,0,4.33
400,5013.txt,Veigar,00:16:51,Team2,ty,enemy,13,10,7,Win,0,2.0
401,5013.txt,Nami,00:17:11,Team1,ffs,offender,0,9,7,Loss,0,0.78
402,5013.txt,Nami,00:17:12,Team1,cait,offender,0,9,7,Loss,0,0.78
403,5013.txt,Nami,00:17:16,Team1,what are you doing!#,offender,0,9,7,Loss,0,0.78
404,5013.txt,Nami,00:17:20,Team1,your an idiopt,offender,0,9,7,Loss,1,0.78
405,5013.txt,Nami,00:17:23,Team1,idiot,offender,0,9,7,Loss,1,0.78
406,5013.txt,Nami,00:17:40,Team1,look at your sc,offender,0,9,7,Loss,0,0.78
407,5013.txt,Caitlyn,00:17:41,Team1,u r a rude person with way too many questions,ally,7,9,9,Loss,0,1.78
408,5013.txt,Rammus,00:17:44,Team1,nice cait,ally,3,10,15,Loss,0,1.8
409,5013.txt,Kog'Maw,00:17:51,Team2,ss,enemy,10,6,11,Win,0,3.5
410,5013.txt,Nami,00:18:09,Team1,you dont reply because you're in the wrong,offender,0,9,7,Loss,0,0.78
411,5013.txt,Xin Zhao,00:18:11,Team1,i will tank,ally,8,11,5,Loss,0,1.18
412,5013.txt,Nami,00:18:15,Team1,you spell like a child,offender,0,9,7,Loss,0,0.78
413,5013.txt,Nami,00:18:20,Team1,u r a rude person?,offender,0,9,7,Loss,0,0.78
414,5013.txt,Caitlyn,00:18:20,Team1,i dont reply cuz there is no point,ally,7,9,9,Loss,0,1.78
415,5013.txt,Caitlyn,00:18:31,Team1,only rude comments,ally,7,9,9,Loss,0,1.78
416,5013.txt,Nami,00:18:31,Team1,cuz?,offender,0,9,7,Loss,0,0.78
417,5013.txt,Nami,00:18:34,Team1,because?,offender,0,9,7,Loss,0,0.78
418,5013.txt,Nami,00:18:42,Team1,how old are you?,offender,0,9,7,Loss,0,0.78
419,5013.txt,Caitlyn,00:18:44,Team1,32,ally,7,9,9,Loss,0,1.78
420,5013.txt,Caitlyn,00:18:45,Team1,21,ally,7,9,9,Loss,0,1.78
421,5013.txt,Caitlyn,00:18:46,Team1,*,ally,7,9,9,Loss,0,1.78
422,5013.txt,Kog'Maw,00:19:06,Team2,gank bot plz,enemy,10,6,11,Win,0,3.5
423,5013.txt,Rammus,00:19:37,Team1,ffs bot,ally,3,10,15,Loss,1,1.8
424,5013.txt,Leona,00:19:38,Team2,gg,enemy,1,3,12,Win,0,4.33
425,5013.txt,Kog'Maw,00:19:48,Team2,u2,enemy,10,6,11,Win,0,3.5
426,5013.txt,Kog'Maw,00:21:46,Team2,veigar u feed annie i report u,enemy,10,6,11,Win,0,3.5
427,5013.txt,Rammus,00:21:47,Team1,lucky nami,ally,3,10,15,Loss,0,1.8
428,5013.txt,Veigar,00:22:01,Team2,okey :D,enemy,13,10,7,Win,0,2.0
429,5013.txt,Veigar,00:22:07,Team2,you feed cait,enemy,13,10,7,Win,0,2.0
430,5013.txt,Veigar,00:22:09,Team2,i report you,enemy,13,10,7,Win,0,2.0
431,5013.txt,Leona,00:22:12,Team2,Oo,enemy,1,3,12,Win,0,4.33
432,5013.txt,Kog'Maw,00:22:16,Team2,u said that i was win but thats not,enemy,10,6,11,Win,0,3.5
433,5013.txt,Veigar,00:22:22,Team2,you will,enemy,13,10,7,Win,0,2.0
434,5013.txt,Leona,00:22:24,Team2,"cait come mid to have kill, or jungle",enemy,1,3,12,Win,0,4.33
435,5013.txt,Nami,00:22:41,Team1,get back in lane,offender,0,9,7,Loss,0,0.78
436,5013.txt,Master Yi,00:22:50,Team2,goodbye cait ^^,enemy,6,6,5,Win,0,1.83
437,5013.txt,Nami,00:22:57,Team1,cait back back in lane,offender,0,9,7,Loss,0,0.78
438,5013.txt,Nami,00:23:01,Team1,you retar,offender,0,9,7,Loss,1,0.78
439,5013.txt,Nami,00:23:03,Team1,d,offender,0,9,7,Loss,0,0.78
440,5013.txt,Master Yi,00:23:08,Team2,kog blue????,enemy,6,6,5,Win,0,1.83
441,5013.txt,Caitlyn,00:23:12,Team1,one more comment like that n ur ignored,ally,7,9,9,Loss,0,1.78
442,5013.txt,Master Yi,00:23:16,Team2,thkd,enemy,6,6,5,Win,0,1.83
443,5013.txt,Nami,00:23:19,Team1,suck your mum,offender,0,9,7,Loss,1,0.78
444,5013.txt,Caitlyn,00:23:22,Team1,ok.,ally,7,9,9,Loss,0,1.78
445,5013.txt,Master Yi,00:23:38,Team2,gj,enemy,6,6,5,Win,0,1.83
446,5013.txt,Master Yi,00:23:52,Team2,waw so fed,enemy,6,6,5,Win,0,1.83
447,5013.txt,Nami,00:23:59,Team1,gj cait,offender,0,9,7,Loss,0,0.78
448,5013.txt,Master Yi,00:25:07,Team2,fucking stun,enemy,6,6,5,Win,1,1.83
449,5013.txt,Leona,00:25:23,Team2,gg,enemy,1,3,12,Win,0,4.33
450,5013.txt,Kog'Maw,00:25:34,Team2,thx,enemy,10,6,11,Win,0,3.5
451,5013.txt,Annie,00:25:38,Team1,xin,ally,14,12,7,Loss,0,1.75
452,5013.txt,Annie,00:25:40,Team1,push mid,ally,14,12,7,Loss,0,1.75
453,5013.txt,Annie,00:25:41,Team1,ffs,ally,14,12,7,Loss,1,1.75
454,5013.txt,Leona,00:25:59,All,it's nice to play with pink nami no ? but no stuff :),enemy,1,3,12,Win,0,4.33
455,5013.txt,Caitlyn,00:25:59,Team1,gj,ally,7,9,9,Loss,0,1.78
456,5013.txt,Annie,00:27:07,Team1,caitlyn buy a bloodthirsturrr,ally,14,12,7,Loss,0,1.75
457,5013.txt,Nami,00:28:01,Team1,gg,offender,0,9,7,Loss,0,0.78
458,5013.txt,Kog'Maw,00:28:03,Team2,gj,enemy,10,6,11,Win,0,3.5
459,5013.txt,Master Yi,00:28:32,Team2,jax carrry gj bro,enemy,6,6,5,Win,0,1.83
460,5013.txt,Jax,00:28:35,Team2,tyty,enemy,20,7,11,Win,0,4.43
461,5013.txt,Nami,00:28:53,Team1,you guys need to farm,offender,0,9,7,Loss,0,0.78
462,5013.txt,Rammus,00:29:16,Team1,i cant cos im constanly trying to put up with fed kog,ally,3,10,15,Loss,0,1.8
463,5013.txt,Nami,00:29:56,Team1,naa this is gg,offender,0,9,7,Loss,0,0.78
464,5013.txt,Nami,00:30:02,Team1,your focus,offender,0,9,7,Loss,0,0.78
465,5013.txt,Rammus,00:30:07,Team1,yep it has been for aged,ally,3,10,15,Loss,0,1.8
466,5013.txt,Nami,00:30:10,Team1,mhm,offender,0,9,7,Loss,0,0.78
467,5013.txt,Rammus,00:30:10,Team1,ages,ally,3,10,15,Loss,0,1.8
468,5013.txt,Nami,00:30:51,Team1,please focus the same people,offender,0,9,7,Loss,0,0.78
469,5013.txt,Nami,00:30:59,Team1,i watch caitlen attack leona,offender,0,9,7,Loss,0,0.78
470,5013.txt,Nami,00:31:32,Team1,surrende,offender,0,9,7,Loss,0,0.78
471,5013.txt,Nami,00:33:41,Team1,there support is a higher level than us,offender,0,9,7,Loss,0,0.78
472,5013.txt,Nami,00:33:46,Team1,im not playing this game,offender,0,9,7,Loss,0,0.78
473,5013.txt,Master Yi,00:34:34,Team2,hello dmg im coming,enemy,6,6,5,Win,0,1.83
474,5013.txt,Caitlyn,00:35:04,All,report nami for flaming or afk :),ally,7,9,9,Loss,0,1.78
475,5013.txt,Kog'Maw,00:36:01,Team2,gg,enemy,10,6,11,Win,0,3.5
476,5014.txt,Malphite,00:00:40,Team1,blue?,enemy,7,6,13,Loss,0,3.33
477,5014.txt,Lee Sin,00:00:47,Team1,yes,enemy,17,11,15,Loss,0,2.91
478,5014.txt,Gangplank,00:00:53,Team1,gå bot du trym,enemy,19,8,24,Loss,0,5.38
479,5014.txt,Lucian,00:01:02,Team2,fiddle no runes,ally,17,11,7,Win,0,2.18
480,5014.txt,Gangplank,00:01:02,Team1,trenger ikke hjelp,enemy,19,8,24,Loss,0,5.38
481,5014.txt,Lucian,00:01:05,Team2,no nothing,ally,17,11,7,Win,0,2.18
482,5014.txt,Fiddlesticks,00:01:06,Team2,OBVIOUSLY,offender,5,17,11,Win,0,0.94
483,5014.txt,Jinx,00:01:08,Team2,Lucian no balls,ally,10,12,13,Win,0,1.92
484,5014.txt,Lucian,00:01:10,Team2,fuckin troll,ally,17,11,7,Win,1,2.18
485,5014.txt,Fiddlesticks,00:01:10,Team2,IM FUCKING LEVEL 13 YOU SLUT,offender,5,17,11,Win,1,0.94
486,5014.txt,Jinx,00:01:11,Team2,Suck my cock brah,ally,10,12,13,Win,1,1.92
487,5014.txt,Gangplank,00:01:11,Team1,du må hjelpe bot trym,enemy,19,8,24,Loss,0,5.38
488,5014.txt,Malphite,00:01:15,Team1,jaja skal gå bot men trenger blue,enemy,7,6,13,Loss,0,3.33
489,5014.txt,Fiddlesticks,00:01:15,Team2,get out you fucking spastic,offender,5,17,11,Win,1,0.94
490,5014.txt,Fiddlesticks,00:01:18,Team2,stumps for hands,offender,5,17,11,Win,0,0.94
491,5014.txt,Gangplank,00:01:19,Team1,hvafaen,enemy,19,8,24,Loss,0,5.38
492,5014.txt,Gangplank,00:01:23,Team1,den er jo til junglern,enemy,19,8,24,Loss,0,5.38
493,5014.txt,Gangplank,00:01:25,Team1,hahahahaha,enemy,19,8,24,Loss,0,5.38
494,5014.txt,Gangplank,00:01:29,Team1,tulling,enemy,19,8,24,Loss,0,5.38
495,5014.txt,Malphite,00:01:31,Team1,nei den er til meg!!!,enemy,7,6,13,Loss,0,3.33
496,5014.txt,Gangplank,00:01:35,Team1,hahahaha,enemy,19,8,24,Loss,0,5.38
497,5014.txt,Malphite,00:01:41,Team1,hykler du tok gangplank:O,enemy,7,6,13,Loss,0,3.33
498,5014.txt,Gragas,00:01:47,Team1,du stjal min i sta ._.,enemy,19,10,18,Loss,0,3.7
499,5014.txt,Gangplank,00:01:48,Team1,læl,enemy,19,8,24,Loss,0,5.38
500,5014.txt,Malphite,00:02:03,Team1,ja jeg fortjente den sondre:L,enemy,7,6,13,Loss,0,3.33
501,5014.txt,Gragas,00:02:08,Team1,xD,enemy,19,10,18,Loss,0,3.7
502,5014.txt,Gangplank,00:02:09,Team1,hahahahaha,enemy,19,8,24,Loss,0,5.38
503,5014.txt,Jinx,00:02:11,Team2,ty,ally,10,12,13,Win,0,1.92
504,5014.txt,Malphite,00:02:24,Team1,ahllo jeg er nooben er,enemy,7,6,13,Loss,0,3.33
505,5014.txt,Malphite,00:05:02,Team1,jeg er tom for manma,enemy,7,6,13,Loss,0,3.33
506,5014.txt,Malphite,00:05:09,Team1,mamma ja..,enemy,7,6,13,Loss,0,3.33
507,5014.txt,Gangplank,00:05:16,Team1,lel,enemy,19,8,24,Loss,0,5.38
508,5014.txt,Gangplank,00:05:20,Team1,tom for sweg er du,enemy,19,8,24,Loss,0,5.38
509,5014.txt,Gangplank,00:05:21,Team1,&lt;3,enemy,19,8,24,Loss,0,5.38
510,5014.txt,Malphite,00:07:11,Team1,"ja, folk sier den ble borte etter jeg ble nykter hahahaXD",enemy,7,6,13,Loss,0,3.33
511,5014.txt,Gragas,00:07:40,Team1,--- ememy blue,enemy,19,10,18,Loss,0,3.7
512,5014.txt,Lucian,00:08:36,Team2,sorry lag,ally,17,11,7,Win,0,2.18
513,5014.txt,Lucian,00:08:37,Team2,leona,ally,17,11,7,Win,0,2.18
514,5014.txt,Leona,00:08:41,Team2,np,ally,2,13,12,Win,0,1.08
515,5014.txt,Leona,00:08:45,Team2,base,ally,2,13,12,Win,0,1.08
516,5014.txt,Malphite,00:09:13,Team1,moahahahha,enemy,7,6,13,Loss,0,3.33
517,5014.txt,Fiddlesticks,00:09:52,Team2,go away,offender,5,17,11,Win,0,0.94
518,5014.txt,Fiddlesticks,00:09:56,Team2,what are you doing,offender,5,17,11,Win,0,0.94
519,5014.txt,Nidalee,00:10:26,Team1,lucian op,enemy,4,9,15,Loss,0,2.11
520,5014.txt,Malphite,00:10:46,Team1,nah,enemy,7,6,13,Loss,0,3.33
521,5014.txt,Malphite,00:11:08,Team1,aue jeg har vondt i magen..',enemy,7,6,13,Loss,0,3.33
522,5014.txt,Lucian,00:11:36,Team2,gj leona,ally,17,11,7,Win,0,2.18
523,5014.txt,Leona,00:11:41,Team2,:),ally,2,13,12,Win,0,1.08
524,5014.txt,Malphite,00:13:11,Team1,daaaamn,enemy,7,6,13,Loss,0,3.33
525,5014.txt,Malphite,00:13:25,Team1,trenger rompeslikkern min nå,enemy,7,6,13,Loss,0,3.33
526,5014.txt,Twisted Fate,00:13:25,Team2,Lucian,ally,10,13,11,Win,0,1.62
527,5014.txt,Twisted Fate,00:13:31,Team2,can you wake the fuck up,ally,10,13,11,Win,1,1.62
528,5014.txt,Twisted Fate,00:13:32,Team2,you moron,ally,10,13,11,Win,1,1.62
529,5014.txt,Jinx,00:13:42,Team2,God damn gold players wrecking us,ally,10,12,13,Win,0,1.92
530,5014.txt,Lucian,00:13:48,Team2,i was fighting malph,ally,17,11,7,Win,0,2.18
531,5014.txt,Lucian,00:13:52,Team2,shut your mouth please,ally,17,11,7,Win,0,2.18
532,5014.txt,Gangplank,00:15:24,Team1,rlly guys,enemy,19,8,24,Loss,0,5.38
533,5014.txt,Gangplank,00:15:26,Team1,6/1,enemy,19,8,24,Loss,0,5.38
534,5014.txt,Malphite,00:15:39,Team1,jeg har bare død 2 ga nger,enemy,7,6,13,Loss,0,3.33
535,5014.txt,Gangplank,00:15:54,Team1,det er nice &lt;3,enemy,19,8,24,Loss,0,5.38
536,5014.txt,Malphite,00:15:57,Team1,la meg farme a,enemy,7,6,13,Loss,0,3.33
537,5014.txt,Malphite,00:16:04,Team1,og drept han 1,enemy,7,6,13,Loss,0,3.33
538,5014.txt,Leona,00:17:06,Team2,no ss...,ally,2,13,12,Win,0,1.08
539,5014.txt,Jinx,00:17:14,Team2,SUCK A DICK MATE,ally,10,12,13,Win,1,1.92
540,5014.txt,Jinx,00:17:17,Team2,YOU WEE BAWBAG,ally,10,12,13,Win,1,1.92
541,5014.txt,Lucian,00:17:21,Team2,retarded team,ally,17,11,7,Win,1,2.18
542,5014.txt,Leona,00:17:31,Team2,little kids :D,ally,2,13,12,Win,0,1.08
543,5014.txt,Lucian,00:17:38,Team2,look at them,ally,17,11,7,Win,0,2.18
544,5014.txt,Lucian,00:17:44,Team2,feeders,ally,17,11,7,Win,0,2.18
545,5014.txt,Lucian,00:19:36,Team2,nice tf,ally,17,11,7,Win,0,2.18
546,5014.txt,Lucian,00:19:43,Team2,slow minded,ally,17,11,7,Win,0,2.18
547,5014.txt,Jinx,00:20:20,All,insec is dat u?,ally,10,12,13,Win,0,1.92
548,5014.txt,Malphite,00:20:21,Team1,hahaha ks,enemy,7,6,13,Loss,0,3.33
549,5014.txt,Gangplank,00:20:57,Team1,trekk tilbake,enemy,19,8,24,Loss,0,5.38
550,5014.txt,Gangplank,00:20:59,Team1,ikke vits,enemy,19,8,24,Loss,0,5.38
551,5014.txt,Gangplank,00:21:00,Team1,:D,enemy,19,8,24,Loss,0,5.38
552,5014.txt,Gangplank,00:21:08,Team1,ser du,enemy,19,8,24,Loss,0,5.38
553,5014.txt,Gangplank,00:21:11,Team1,lel,enemy,19,8,24,Loss,0,5.38
554,5014.txt,Malphite,00:21:29,Team1,hvisste ikke at alle kom hit dam,enemy,7,6,13,Loss,0,3.33
555,5014.txt,Fiddlesticks,00:22:17,All,how to move?,offender,5,17,11,Win,0,0.94
556,5014.txt,Lucian,00:22:22,All,omg fiddle terrifies the enemy team,ally,17,11,7,Win,0,2.18
557,5014.txt,Gangplank,00:23:31,Team1,def,enemy,19,8,24,Loss,0,5.38
558,5014.txt,Gangplank,00:23:34,Team1,på turret,enemy,19,8,24,Loss,0,5.38
559,5014.txt,Gangplank,00:23:38,Team1,nice,enemy,19,8,24,Loss,0,5.38
